title_year,title,year,description,language,genres,stars,formatted_length,ratings,votes
Hair (1979),Hair,1979,,,"Musical , Comedy , Drama",,121,7.2,13464
This Boy's Life (1993),This Boy's Life,1993,,,"Biography , Drama",,115,7.2,13269
Candy (2006),Candy,2006,,,"Drama , Romance",,116,7.2,13244
Rabbit Hole (2010),Rabbit Hole,2010,,,Drama,,91,7.2,13007
Heaven (2002),Heaven,2002,,,"Crime , Drama , Romance , Thriller",,97,7.2,13014
Broken Embraces (2009),Broken Embraces,2009,,,"Drama , Romance , Thriller",,127,7.2,12829
Two Lovers (2008),Two Lovers,2008,,,"Drama , Romance",,110,7.2,12803
The Trouble with Harry (1955),The Trouble with Harry,1955,,,"Comedy , Mystery , Thriller",,99,7.2,12632
Hard Eight (1996),Hard Eight,1996,,,"Crime , Drama , Thriller",,102,7.2,12298
Frozen River (2008),Frozen River,2008,,,"Crime , Drama",,97,7.2,12389
Titus (1999),Titus,1999,,,"Drama , Fantasy , History , Thriller , War",,162,7.2,12301
The Young Victoria (2009),The Young Victoria,2009,,,"Biography , Drama , History , Romance",,105,7.2,12165
Monsoon Wedding (2001),Monsoon Wedding,2001,,,"Comedy , Drama , Romance",,114,7.2,12002
Blow Out (1981),Blow Out,1981,,,"Crime , Drama , Mystery , Thriller",,107,7.2,11753
My Name Is Khan (2010),My Name Is Khan,2010,,,"Drama , Romance",,165,7.2,11701
Fantasia/2000 (1999),Fantasia/2000,1999,,,"Animation , Family , Fantasy , Music",,74,7.2,11889
Before Night Falls (2000),Before Night Falls,2000,,,"Biography , Drama",,133,7.2,11534
Brother (2000),Brother,2000,,,"Crime , Drama , Thriller",,114,7.2,11596
Shutter (2004),Shutter,2004,,,"Fantasy , Horror , Mystery , Thriller",,97,7.2,11579
Henry: Portrait of a Serial Killer (1986),Henry: Portrait of a Serial Killer,1986,,,"Biography , Crime , Drama , Horror , Thriller",,83,7.2,11017
The Secret Garden (1993),The Secret Garden,1993,,,"Drama , Family , Fantasy",,101,7.2,10980
The Andromeda Strain (1971),The Andromeda Strain,1971,,,"Mystery , Sci-Fi , Thriller",,131,7.2,10939
...And Justice for All. (1979),...And Justice for All.,1979,,,"Drama , Thriller , Crime",,119,7.2,10781
Take the Money and Run (1969),Take the Money and Run,1969,,,"Comedy , Crime",,85,7.2,10659
Thirst (2009),Thirst,2009,,,"Comedy , Drama , Fantasy , Horror , Romance",,133,7.2,10818
Dogtooth (2009),Dogtooth,2009,,,Drama,,94,7.2,10524
Vanishing Point (1971),Vanishing Point,1971,,,"Action , Drama",,99,7.2,10501
Conviction (2010),Conviction,2010,,,"Biography , Drama",,107,7.2,10360
Immortal Beloved (1994),Immortal Beloved,1994,,,"Biography , Drama , Music , Romance",,121,7.2,10345
Yellow Submarine (1968),Yellow Submarine,1968,,,"Animation , Adventure , Comedy , Family , Fantasy , Music",,90,7.2,10318
Breakfast on Pluto (2005),Breakfast on Pluto,2005,,,"Comedy , Drama",,128,7.2,10273
He Loves Me... He Loves Me Not (2002),He Loves Me... He Loves Me Not,2002,,,"Romance , Thriller",,92,7.2,9696
Croupier (1998),Croupier,1998,,,"Crime , Drama",,94,7.2,9669
Death and the Maiden (1994),Death and the Maiden,1994,,,"Drama , Mystery , Thriller",,103,7.2,9514
Black Christmas (1974),Black Christmas,1974,,,"Horror , Mystery , Thriller",,98,7.2,9438
Enter the Void (2009),Enter the Void,2009,,,"Drama , Thriller",,161,7.2,9333
Gentlemen Prefer Blondes (1953),Gentlemen Prefer Blondes,1953,,,"Comedy , Drama , Musical , Romance",,91,7.2,9253
Tape (2001),Tape,2001,,,Drama,,86,7.2,9255
Metropolis (2001),Metropolis,2001,,,"Adventure , Animation , Sci-Fi , Action , Crime , Drama , Romance , Thriller",,108,7.2,9186
Eight Men Out (1988),Eight Men Out,1988,,,"Drama , History , Sport",,119,7.2,9116
Nobody's Fool (1994),Nobody's Fool,1994,,,Drama,,110,7.2,9077
The Dish (2000),The Dish,2000,,,"Comedy , Drama",,101,7.2,8965
TrollHunter (2010),TrollHunter,2010,,,"Comedy , Fantasy , Horror",,90,7.2,8927
Birdy (1984),Birdy,1984,,,"Drama , War",,120,7.2,8837
Exotica (1994),Exotica,1994,,,"Drama , Mystery",,103,7.2,8806
20000 Leagues Under the Sea (1954),20000 Leagues Under the Sea,1954,,,"Adventure , Family , Fantasy , Sci-Fi",,127,7.2,8785
Timecrimes (2007),Timecrimes,2007,,,"Drama , Mystery , Sci-Fi , Thriller",,92,7.2,8670
State of Grace (1990),State of Grace,1990,,,"Crime , Drama , Thriller",,134,7.2,8581
Soul Kitchen (2009),Soul Kitchen,2009,,,Comedy,,99,7.2,8499
White Christmas (1954),White Christmas,1954,,,"Comedy , Musical , Romance",,120,7.2,8109
Seven Brides for Seven Brothers (1954),Seven Brides for Seven Brothers,1954,,,"Adventure , Comedy , Drama , Family , Musical , Romance , Western",,102,7.2,8107
In the Company of Men (1997),In the Company of Men,1997,,,"Comedy , Drama",,97,7.2,8060
Alphaville (1965),Alphaville,1965,,,"Mystery , Sci-Fi , Drama , Romance , Thriller",,99,7.2,8060
Italian for Beginners (2000),Italian for Beginners,2000,,,"Comedy , Drama , Romance",,112,7.2,7989
Big Night (1996),Big Night,1996,,,Drama,,107,7.2,7900
Adam (2009),Adam,2009,,,"Drama , Romance",,99,7.2,7894
36th Precinct (2004),36th Precinct,2004,,,"Action , Crime , Drama , Thriller",,111,7.2,7676
Like Water for Chocolate (1992),Like Water for Chocolate,1992,,,"Drama , Romance",,105,7.2,7652
Klute (1971),Klute,1971,,,"Mystery , Romance , Thriller",,114,7.2,7433
Russian Ark (2002),Russian Ark,2002,,,"Drama , Fantasy , History , Mystery",,99,7.2,7226
Get Low (2009),Get Low,2009,,,"Drama , Mystery",,103,7.2,7123
Bella (2006),Bella,2006,,,"Drama , Romance",,91,7.2,7044
The Cat Returns (2002),The Cat Returns,2002,,,"Adventure , Animation , Family , Fantasy",,75,7.2,6955
I Confess (1953),I Confess,1953,,,"Crime , Film-Noir , Thriller",,95,7.2,6832
9th Company (2005),9th Company,2005,,,"Action , Drama , History , War",,139,7.2,6712
Stand and Deliver (1988),Stand and Deliver,1988,,,Drama,,103,7.2,6605
Topsy-Turvy (1999),Topsy-Turvy,1999,,,"Biography , Comedy , Drama , Music",,160,7.2,6596
Days of Glory (2006),Days of Glory,2006,,,"Action , Drama , War",,128,7.2,6451
Devdas (2002),Devdas,2002,,,"Musical , Romance",,185,7.2,6398
Looking for Eric (2009),Looking for Eric,2009,,,"Comedy , Drama , Fantasy , Sport",,116,7.2,6400
The Brave Little Toaster (1987),The Brave Little Toaster,1987,,,"Animation , Adventure , Comedy , Family , Fantasy , Musical",,90,7.2,6315
The Ultimate Gift (2006),The Ultimate Gift,2006,,,Drama,,114,7.2,6311
The Cincinnati Kid (1965),The Cincinnati Kid,1965,,,Drama,,102,7.2,6372
Samaritan Girl (2004),Samaritan Girl,2004,,,Drama,,95,7.2,5911
Three Monkeys (2008),Three Monkeys,2008,,,Drama,,109,7.2,5819
Guys and Dolls (1955),Guys and Dolls,1955,,,"Comedy , Musical , Romance",,150,7.2,5842
City of Men (2007),City of Men,2007,,,"Crime , Drama",,106,7.2,5819
Time After Time (1979),Time After Time,1979,,,"Adventure , Comedy , Drama , Romance , Sci-Fi , Thriller",,112,7.2,5799
Thief (1981),Thief,1981,,,"Action , Crime , Drama , Thriller",,122,7.2,5792
Diva (1981),Diva,1981,,,Thriller,,117,7.2,5780
With a Friend Like Harry... (2000),With a Friend Like Harry...,2000,,,"Comedy , Drama , Mystery , Thriller",,117,7.2,5705
Mediterraneo (1991),Mediterraneo,1991,,,"Comedy , Drama , War",,96,7.2,5602
Tess (1979),Tess,1979,,,"Drama , Romance",,186,7.2,5583
Reversal of Fortune (1990),Reversal of Fortune,1990,,,"Drama , Mystery",,111,7.2,5573
L.I.E. (2001),L.I.E.,2001,,,Drama,,97,7.2,5474
Scarecrow (1973),Scarecrow,1973,,,Drama,,112,7.2,5418
Nicholas Nickleby (2002),Nicholas Nickleby,2002,,,"Adventure , Drama , Romance",,132,7.2,5416
My Name Is Trinity (1970),My Name Is Trinity,1970,,,"Comedy , Western",,106,7.2,5383
Rio Grande (1950),Rio Grande,1950,,,"Romance , Western",,105,7.2,5373
Flame and Citron (2008),Flame and Citron,2008,,,"Drama , History , Thriller , War",,130,7.2,5264
Django (1966),Django,1966,,,Western,,93,7.2,5206
El Cid (1961),El Cid,1961,,,"Action , Biography , Drama , Romance , War",,182,7.2,5174
Ashes of Time (1994),Ashes of Time,1994,,,"Drama , Action",,100,7.2,5143
Priest (1994),Priest,1994,,,Drama,,105,7.2,5121
The Taste of Others (2000),The Taste of Others,2000,,,"Comedy , Drama , Romance",,112,7.2,5119
Jodhaa Akbar (2008),Jodhaa Akbar,2008,,,"Action , Adventure , Biography , History , Musical , Romance",,213,7.2,5027
Noi the Albino (2003),Noi the Albino,2003,,,Drama,,93,7.2,5021
The Grey Zone (2001),The Grey Zone,2001,,,"Drama , War",,108,7.2,5030
Operation Petticoat (1959),Operation Petticoat,1959,,,"Comedy , Romance",,124,7.2,4978
Week End (1967),Week End,1967,,,"Comedy , Drama",,105,7.2,4924
Time (2006),Time,2006,,,"Drama , Romance",,97,7.2,4909
The Black Stallion (1979),The Black Stallion,1979,,,"Adventure , Family , Sport",,118,7.2,4808
Undisputed III: Redemption (2010),Undisputed III: Redemption,2010,,,"Action , Crime , Drama",,96,7.2,4730
Gunfight at the O.K. Corral (1957),Gunfight at the O.K. Corral,1957,,,Western,,122,7.2,4658
The Winslow Boy (1999),The Winslow Boy,1999,,,"Drama , Romance",,104,7.2,4665
Fellini's Roma (1972),Fellini's Roma,1972,,,"Comedy , Drama",,128,7.2,4600
Stander (2003),Stander,2003,,,"Action , Biography , Crime , Drama",,111,7.2,4554
The Beguiled (1971),The Beguiled,1971,,,"Drama , Romance , War , Western",,105,7.2,4584
The Cowboys (1972),The Cowboys,1972,,,"Drama , Western",,131,7.2,4500
Violent Cop (1989),Violent Cop,1989,,,"Action , Crime , Drama , Thriller",,103,7.2,4523
Hatari! (1962),Hatari!,1962,,,"Action , Adventure , Drama , Romance",,157,7.2,4472
The Big Feast (1973),The Big Feast,1973,,,"Comedy , Drama",,130,7.2,4435
Il divo (2008),Il divo,2008,,,"Biography , Drama",,110,7.2,4434
The Stunt Man (1980),The Stunt Man,1980,,,"Action , Comedy , Drama , Romance , Thriller",,131,7.2,4428
Katakuri-ke no k\xf4fuku (2001),Katakuri-ke no k\xf4fuku,2001,,,"Comedy , Horror , Musical , Romance , Thriller",,113,7.2,4389
Bird (1988),Bird,1988,,,"Biography , Drama , Music",,161,7.2,4355
My Favorite Year (1982),My Favorite Year,1982,,,Comedy,,92,7.2,4289
Barfuss (2005),Barfuss,2005,,,"Comedy , Drama , Romance",,118,7.2,4256
Father of the Bride (1950),Father of the Bride,1950,,,"Comedy , Romance",,92,7.2,4325
Turkish Delight (1973),Turkish Delight,1973,,,"Drama , Romance",,112,7.2,4206
1776 (1972),1776,1972,,,"Drama , Family , History , Musical",,142,7.2,4207
Henry Fool (1997),Henry Fool,1997,,,"Comedy , Drama",,137,7.2,4199
Ragtime (1981),Ragtime,1981,,,Drama,,155,7.2,4195
Project A (1983),Project A,1983,,,"Action , Comedy",,106,7.2,4186
Reconstruction (2003),Reconstruction,2003,,,"Drama , Romance",,0,7.2,4139
Animal Farm (1954),Animal Farm,1954,,,"Animation , Drama",,72,7.2,4111
Super (2010),Super,2010,,,"Action , Comedy , Drama",,96,7.2,4099
Ae Fond Kiss... (2004),Ae Fond Kiss...,2004,,,"Drama , Romance",,104,7.2,4083
Norma Rae (1979),Norma Rae,1979,,,Drama,,110,7.2,4067
Cul-de-sac (1966),Cul-de-sac,1966,,,"Comedy , Drama , Thriller",,113,7.2,4035
Irina Palm (2007),Irina Palm,2007,,,Drama,,103,7.2,4029
La comunidad (2000),La comunidad,2000,,,"Comedy , Crime , Mystery , Sci-Fi , Thriller",,110,7.2,4014
The General (1998),The General,1998,,,"Biography , Crime , Drama , Thriller",,124,7.2,3953
Dogfight (1991),Dogfight,1991,,,"Drama , Romance , War",,89,7.2,3950
Law of Desire (1987),Law of Desire,1987,,,"Comedy , Drama , Romance",,102,7.2,3893
The Decline of the American Empire (1986),The Decline of the American Empire,1986,,,"Comedy , Drama",,101,7.2,3857
Avanti! (1972),Avanti!,1972,,,"Comedy , Romance",,140,7.2,3858
The Hammer (2007),The Hammer,2007,,,"Comedy , Romance , Sport",,88,7.2,3815
The Draughtsman's Contract (1982),The Draughtsman's Contract,1982,,,"Drama , Mystery",,108,7.2,3764
The Little Girl Who Lives Down the Lane (1976),The Little Girl Who Lives Down the Lane,1976,,,"Drama , Horror , Mystery , Thriller",,100,7.2,3757
My First Mister (2001),My First Mister,2001,,,"Comedy , Drama , Romance",,109,7.2,3683
A Soldier's Story (1984),A Soldier's Story,1984,,,"Drama , Mystery , War",,101,7.2,3643
Benny's Video (1992),Benny's Video,1992,,,"Drama , Thriller",,105,7.2,3630
Woyzeck (1979),Woyzeck,1979,,,Drama,,0,7.2,3624
One-Eyed Jacks (1961),One-Eyed Jacks,1961,,,Western,,141,7.2,3608
"The Prize Winner of Defiance, Ohio (2005)","The Prize Winner of Defiance, Ohio",2005,,,"Biography , Drama",,99,7.2,3534
Mother and Child (2009),Mother and Child,2009,,,Drama,,125,7.2,3573
23 (1998),23,1998,,,"Thriller , Drama",,99,7.2,3557
"The Long, Hot Summer (1958)","The Long, Hot Summer",1958,,,Drama,,115,7.2,3506
Certified Copy (2010),Certified Copy,2010,,,Drama,,106,7.2,3519
Kenny (2006),Kenny,2006,,,Comedy,,100,7.2,3476
Dark Blue World (2001),Dark Blue World,2001,,,"War , Drama , Action , Romance",,112,7.2,3471
Red Riding: In the Year of Our Lord 1974 (2009),Red Riding: In the Year of Our Lord 1974,2009,,,"Crime , Drama , Mystery , Thriller",,102,7.2,3440
Theater of Blood (1973),Theater of Blood,1973,,,"Comedy , Mystery , Horror",,104,7.2,3436
The Hairdresser's Husband (1990),The Hairdresser's Husband,1990,,,"Comedy , Drama , Romance",,82,7.2,3364
12:08 East of Bucharest (2006),12:08 East of Bucharest,2006,,,"Comedy , Drama , Music",,89,7.2,3358
Night Moves (1975),Night Moves,1975,,,"Crime , Mystery , Thriller",,100,7.2,3319
Romanzo criminale (2005),Romanzo criminale,2005,,,"Crime , Drama , History",,152,7.2,3351
Avalon (1990),Avalon,1990,,,Drama,,128,7.2,3337
The Paper Chase (1973),The Paper Chase,1973,,,"Comedy , Drama",,113,7.2,3296
Hard Times (1975),Hard Times,1975,,,"Action , Drama",,93,7.2,3241
Aimee & Jaguar (1999),Aimee & Jaguar,1999,,,"Romance , Drama , War",,125,7.2,3214
Fateless (2005),Fateless,2005,,,"Drama , War",,140,7.2,3199
Duma (2005),Duma,2005,,,"Adventure , Drama , Family",,100,7.2,3178
Scrooge (1970),Scrooge,1970,,,"Drama , Musical , Fantasy , Family",,113,7.2,3169
Dinner Rush (2000),Dinner Rush,2000,,,"Crime , Drama , Romance",,99,7.2,3167
Enchanted April (1992),Enchanted April,1992,,,Drama,,95,7.2,3125
Desk Set (1957),Desk Set,1957,,,"Comedy , Romance",,103,7.2,3089
The Dead (1987),The Dead,1987,,,Drama,,83,7.2,3084
Going Places (1974),Going Places,1974,,,"Comedy , Crime , Drama",,0,7.2,3124
The Scent of Green Papaya (1993),The Scent of Green Papaya,1993,,,"Drama , Music , Romance",,104,7.2,3065
Summer of '42 (1971),Summer of '42,1971,,,"Comedy , Drama",,103,7.2,3039
Love is All (2007),Love is All,2007,,,"Comedy , Romance",,110,7.2,3046
Black Robe (1991),Black Robe,1991,,,"Adventure , Drama , History , Western",,101,7.2,2999
Burnt Money (2000),Burnt Money,2000,,,"Crime , Drama , Romance , Thriller",,125,7.2,3008
Frances (1982),Frances,1982,,,"Biography , Drama",,140,7.2,2910
A Zed & Two Noughts (1986),A Zed & Two Noughts,1986,,,"Comedy , Drama",,115,7.2,2889
The Great Santini (1979),The Great Santini,1979,,,Drama,,115,7.2,2887
Offside (2006),Offside,2006,,,"Comedy , Drama , Sport",,93,7.2,2857
Twin Falls Idaho (1999),Twin Falls Idaho,1999,,,Drama,,111,7.2,2838
Rhapsody in August (1991),Rhapsody in August,1991,,,Drama,,98,7.2,2830
Guzaarish (2010),Guzaarish,2010,,,"Comedy , Drama , Romance",,126,7.2,2817
Shanghai Triad (1995),Shanghai Triad,1995,,,"Crime , Drama",,108,7.2,2798
Passion Fish (1992),Passion Fish,1992,,,Drama,,135,7.2,2790
Beijing Bicycle (2001),Beijing Bicycle,2001,,,Drama,,113,7.2,2759
The Yakuza (1974),The Yakuza,1974,,,"Action , Crime , Drama , Thriller",,112,7.2,2736
Herr Lehmann (2003),Herr Lehmann,2003,,,"Comedy , Drama",,105,7.2,2718
Testament (1983),Testament,1983,,,"Drama , Sci-Fi",,90,7.2,2672
Van God Los (2003),Van God Los,2003,,,"Crime , Drama",,83,7.2,2670
Camille Claudel (1988),Camille Claudel,1988,,,"Biography , Drama , History , Romance",,175,7.2,2654
Waterloo (1970),Waterloo,1970,,,"Action , Drama , History , War",,0,7.2,2628
Prick Up Your Ears (1987),Prick Up Your Ears,1987,,,"Biography , Comedy , Drama",,111,7.2,2627
The Goat (1981),The Goat,1981,,,"Adventure , Comedy , Crime",,95,7.2,2579
Pocketful of Miracles (1961),Pocketful of Miracles,1961,,,"Comedy , Drama",,136,7.2,2561
Balzac and the Little Chinese Seamstress (2002),Balzac and the Little Chinese Seamstress,2002,,,"Biography , Drama , Romance",,110,7.2,2548
Shower (1999),Shower,1999,,,"Comedy , Drama",,92,7.2,2528
Black Sabbath (1963),Black Sabbath,1963,,,Horror,,92,7.2,2527
The Reflecting Skin (1990),The Reflecting Skin,1990,,,"Drama , Horror , Thriller",,96,7.2,2495
Lemon Tree (2008),Lemon Tree,2008,,,Drama,,106,7.2,2503
Sayonara (1957),Sayonara,1957,,,"Drama , Romance",,147,7.2,2448
Dragons Forever (1988),Dragons Forever,1988,,,"Action , Comedy , Romance",,0,7.2,2448
Broken Arrow (1950),Broken Arrow,1950,,,"Drama , Romance , Western",,93,7.2,2436
Ten (2002),Ten,2002,,,Drama,,94,7.2,2435
The Far Country (1954),The Far Country,1954,,,"Romance , Western",,97,7.2,2427
To vlemma tou Odyssea (1995),To vlemma tou Odyssea,1995,,,"Drama , War",,176,7.2,2418
Lover Come Back (1961),Lover Come Back,1961,,,"Comedy , Romance",,107,7.2,2415
The Tall Blond Man with One Black Shoe (1972),The Tall Blond Man with One Black Shoe,1972,,,"Comedy , Mystery",,90,7.2,2400
I.D. (1995),I.D.,1995,,,"Crime , Drama",,107,7.2,2395
Solino (2002),Solino,2002,,,"Drama , Comedy",,124,7.2,2379
Bunny Lake Is Missing (1965),Bunny Lake Is Missing,1965,,,"Mystery , Thriller",,107,7.2,2370
Xich lo (1995),Xich lo,1995,,,"Crime , Drama",,123,7.2,2366
Sink the Bismarck! (1960),Sink the Bismarck!,1960,,,"Action , Drama , History , War",,97,7.2,2338
Silent Light (2007),Silent Light,2007,,,Drama,,145,7.2,2334
Moulin Rouge (1952),Moulin Rouge,1952,,,"Biography , Drama , Music , Romance",,119,7.2,2310
Prot\xe9g\xe9 (2007),Prot\xe9g\xe9,2007,,,"Crime , Drama , Thriller",,106,7.2,2289
Last Train from Gun Hill (1959),Last Train from Gun Hill,1959,,,"Drama , Thriller , Western",,95,7.2,2300
'Round Midnight (1986),'Round Midnight,1986,,,"Drama , Music",,133,7.2,2263
Mao's Last Dancer (2009),Mao's Last Dancer,2009,,,"Biography , Drama , Music , Romance",,117,7.2,2262
Murder She Said (1961),Murder She Said,1961,,,"Comedy , Crime , Drama , Mystery",,87,7.2,2231
Duck Season (2004),Duck Season,2004,,,Comedy,,90,7.2,2226
Darling (1965),Darling,1965,,,"Drama , Romance",,128,7.2,2213
What Time Is It Over There? (2001),What Time Is It Over There?,2001,,,"Drama , Romance",,116,7.2,2206
Same Old Song (1997),Same Old Song,1997,,,"Comedy , Drama , Musical , Romance",,120,7.2,2195
A World Without Thieves (2004),A World Without Thieves,2004,,,"Action , Crime , Drama",,113,7.2,2188
Kiss Me Kate (1953),Kiss Me Kate,1953,,,"Comedy , Musical , Romance",,109,7.2,2176
The Sicilian Clan (1969),The Sicilian Clan,1969,,,"Crime , Drama",,120,7.2,2159
King of Comedy (1999),King of Comedy,1999,,,"Comedy , Drama , Romance",,85,7.2,2154
Zift (2008),Zift,2008,,,"Crime , Drama , Mystery",,92,7.2,2152
Vanya on 42nd Street (1994),Vanya on 42nd Street,1994,,,"Comedy , Drama , Romance",,119,7.2,2122
Chop Shop (2007),Chop Shop,2007,,,,,84,7.2,2104
The Cement Garden (1993),The Cement Garden,1993,,,,,105,7.2,2081
King of Hearts (1966),King of Hearts,1966,,,,,102,7.2,2038
Sweet Land (2005),Sweet Land,2005,,,,,110,7.2,2031
The Harmonists (1997),The Harmonists,1997,,,,,126,7.2,2017
Where's Firuze? (2004),Where's Firuze?,2004,,,,,0,7.2,2000
Never on Sunday (1960),Never on Sunday,1960,,,,,91,7.2,1973
Luck by Chance (2009),Luck by Chance,2009,,,,,156,7.2,1960
The White Sheik (1952),The White Sheik,1952,,,,,86,7.2,1955
71 Fragments of a Chronology of Chance (1994),71 Fragments of a Chronology of Chance,1994,,,,,100,7.2,1926
The Nanny (1965),The Nanny,1965,,,,,91,7.2,1911
The Legend of the Swordsman (1992),The Legend of the Swordsman,1992,,,,,0,7.2,1901
Bummer (2003),Bummer,2003,,,,,110,7.2,1875
Far from the Madding Crowd (1967),Far from the Madding Crowd,1967,,,,,168,7.2,1871
Wings of Honneamise (1987),Wings of Honneamise,1987,,,,,121,7.2,1842
Aberdeen (2000),Aberdeen,2000,,,,,113,7.2,1801
Samurai Fiction (1998),Samurai Fiction,1998,,,,,111,7.2,1791
Children of Glory (2006),Children of Glory,2006,,,,,0,7.2,1791
A Town Called Panic (2009),A Town Called Panic,2009,,,,,75,7.2,1791
Late Marriage (2001),Late Marriage,2001,,,,,102,7.2,1777
I Hired a Contract Killer (1990),I Hired a Contract Killer,1990,,,,,79,7.2,1780
My New Partner (1984),My New Partner,1984,,,,,107,7.2,1767
